INTERACTING_PROTEINS,DDI,DLI  (3DID DMI),DLI  (ELM)
Q14119   Q9UN79,10,0,0
Q14119   Q9UPG8,10,0,0
Q14134-1   Q08043,3,0,0
Q14134-1   Q14134-1,3,0,0
Q14134-1   Q2TAC2-2,3,0,0
Q14134-1   Q5JR59-3,3,0,0
Q14134-1   Q5T409,3,0,0
Q14134-1   Q8NI38-1,3,0,0
Q14134-1   Q92625-1,3,0,0
Q14134-1   Q92764,3,0,0
Q14134-1   Q9Y6D9-1,3,0,0
Q14139-1   Q92551-1,5,0,0
Q14141-1   J3KNL2,1,0,0
Q14141-1   Q8NDC4-1,1,0,0
Q14142-1   A0A0J9YW04,14,1,1
Q14142-1   A6NEM1-1,14,1,1
Q14142-1   ENSP00000476265.1,14,1,1
Q14142-1   O15160-1,14,1,1
Q14142-1   O43741-1,14,1,1
Q14142-1   O75771-1,14,1,1
Q14142-1   P08670,14,1,1
Q14142-1   P19447,14,1,1
Q14142-1   P52597,14,1,1
Q14142-1   P58397-3,14,1,1
Q14142-1   P61024,14,1,1
Q14142-1   Q12933-1,14,1,1
Q14142-1   Q13895,14,1,1
Q14142-1   Q16204,14,1,1
Q14142-1   Q16825,14,1,1
Q14142-1   Q2TAC2-2,14,1,1
Q14142-1   Q86Z20-1,14,1,1
Q14142-1   Q8IX21-1,14,1,1
Q14142-1   Q8IYA8-1,14,1,1
Q14142-1   Q8IYI6,14,1,1
Q14142-1   Q8N5A5-2,14,1,1
Q14142-1   Q8TBB1-1,14,1,1
Q14142-1   Q8WWY3-1,14,1,1
Q14142-1   Q96MH2,14,1,1
Q14142-1   Q96Q77-1,14,1,1
Q14142-1   Q9BVG8-5,14,1,1
Q14142-1   Q9BZW7-1,14,1,1
Q14142-1   Q9H257-2,14,1,1
Q14142-1   Q9NQX0-3,14,1,1
Q14142-1   Q9NZD8-1,14,1,1
Q14142-1   Q9UPY8-1,14,1,1
Q14142-1   Q9Y247,14,1,1
Q14145   A0A0C4DFT7,15,2,4
Q14145   A0A0C4DFT9,15,2,4
Q14145   D6RH21,15,2,4
Q14145   O95198-1,15,2,4
Q14145   O95980,15,2,4
Q14145   P02452,15,2,4
Q14145   P02458-1,15,2,4
Q14145   P05362,15,2,4
Q14145   P06454-2,15,2,4
Q14145   P54619-1,15,2,4
Q14145   P58317,15,2,4
Q14145   P62310,15,2,4
Q14145   P62495-2,15,2,4
Q14145   P68400-1,15,2,4
Q14145   Q13257-1,15,2,4
Q14145   Q13501-1,15,2,4
Q14145   Q13618-1,15,2,4
Q14145   Q2NKX9-1,15,2,4
Q14145   Q4KMZ1-1,15,2,4
Q14145   Q6P1L5-1,15,2,4
Q14145   Q6P6B1-1,15,2,4
Q14145   Q86YC2,15,2,4
Q14145   Q8TDV0,15,2,4
Q14145   Q92625-1,15,2,4
Q14145   Q96GM5-1,15,2,4
Q14145   Q96HA8-1,15,2,4
Q14145   Q96JC9-1,15,2,4
Q14145   Q9BRX9,15,2,4
Q14145   Q9BTE3-2,15,2,4
Q14145   Q9BWT7-1,15,2,4
Q14145   Q9BYX4-1,15,2,4
Q14145   Q9H1Y0-1,15,2,4
Q14145   Q9NY33-1,15,2,4
Q14145   Q9P0N9-1,15,2,4
Q14145   Q9UGK3-1,15,2,4
Q14145   Q9UKX7-1,15,2,4
Q14149   Q9NWF9-2,17,1,0
Q14161-11   Q15052-2,74,3,0
Q14161-11   Q7L5D6-1,74,3,0
Q14162-1   B8A4K4,6,0,0
Q14162-1   O14524-2,6,0,0
Q14162-1   O60883,6,0,0
Q14162-1   O75208-1,6,0,0
Q14162-1   O95471-1,6,0,0
Q14162-1   P22735-1,6,0,0
Q14162-1   P48051,6,0,0
Q14162-1   P48165,6,0,0
Q14162-1   P50222,6,0,0
Q14162-1   P60410,6,0,0
Q14162-1   Q07627,6,0,0
Q14162-1   Q5JX71,6,0,0
Q14162-1   Q5T752,6,0,0
Q14162-1   Q6L8G8,6,0,0
Q14162-1   Q6ZUX7,6,0,0
Q14162-1   Q7Z5P4-1,6,0,0
Q14162-1   Q8TBB6,6,0,0
Q14162-1   Q8TED1,6,0,0
Q14162-1   Q96BA8-1,6,0,0
Q14162-1   Q9HC36,6,0,0
Q14166   P0CG20,2,0,0
Q14166   P25685-1,2,0,0
Q14166   P68104-1,2,0,0
Q14166   Q05639,2,0,0
Q14166   Q8WU58,2,0,0
Q14183-1   Q8TF42,14,0,0
Q14186-1   O75461-1,4,0,0
Q14186-1   Q16254,4,0,0
Q14188-5   O75461-1,4,0,0
Q14188-5   Q16254,4,0,0
Q14192-1   A0A0B4J227,10,0,0
Q14192-1   A0A0J9YW04,10,0,0
Q14192-1   A0PJW8,10,0,0
Q14192-1   A8K0Z3,10,0,0
Q14192-1   E9PSE9,10,0,0
Q14192-1   H0YKB7,10,0,0
Q14192-1   I3L0H3,10,0,0
Q14192-1   O14639-4,10,0,0
Q14192-1   O15405-1,10,0,0
Q14192-1   O15535-1,10,0,0
Q14192-1   O43189-1,10,0,0
Q14192-1   O75031-1,10,0,0
Q14192-1   O75155-1,10,0,0
Q14192-1   O75398-1,10,0,0
Q14192-1   O94993-1,10,0,0
Q14192-1   O95863,10,0,0
Q14192-1   O95995-1,10,0,0
Q14192-1   P05814,10,0,0
Q14192-1   P13984,10,0,0
Q14192-1   P14923,10,0,0
Q14192-1   P17027-1,10,0,0
Q14192-1   P25490,10,0,0
Q14192-1   P32780-1,10,0,0
Q14192-1   P33176,10,0,0
Q14192-1   P36508-1,10,0,0
Q14192-1   P48380-1,10,0,0
Q14192-1   P50150,10,0,0
Q14192-1   P52739-2,10,0,0
Q14192-1   P52747-1,10,0,0
Q14192-1   P55347-1,10,0,0
Q14192-1   P61236-2,10,0,0
Q14192-1   P78424-1,10,0,0
Q14192-1   P80217-2,10,0,0
Q14192-1   P98182-1,10,0,0
Q14192-1   Q02086-1,10,0,0
Q14192-1   Q02535,10,0,0
Q14192-1   Q03923-2,10,0,0
Q14192-1   Q0D2K3-1,10,0,0
Q14192-1   Q12772-1,10,0,0
Q14192-1   Q13422-7,10,0,0
Q14192-1   Q16656-4,10,0,0
Q14192-1   Q2TAL8,10,0,0
Q14192-1   Q3KP44-2,10,0,0
Q14192-1   Q49A26,10,0,0
Q14192-1   Q4VCS5-2,10,0,0
Q14192-1   Q53HC0-1,10,0,0
Q14192-1   Q53TS8-1,10,0,0
Q14192-1   Q5SW96,10,0,0
Q14192-1   Q5T3J3-1,10,0,0
Q14192-1   Q5T749,10,0,0
Q14192-1   Q63ZY3-1,10,0,0
Q14192-1   Q658L1-1,10,0,0
Q14192-1   Q6F5E7,10,0,0
Q14192-1   Q6IS01,10,0,0
Q14192-1   Q6MZQ0-1,10,0,0
Q14192-1   Q6ZNG0-1,10,0,0
Q14192-1   Q7L5A3-1,10,0,0
Q14192-1   Q7Z3K3-1,10,0,0
Q14192-1   Q7Z5V6-2,10,0,0
Q14192-1   Q7Z6J0-1,10,0,0
Q14192-1   Q86VK4-3,10,0,0
Q14192-1   Q8IVT2,10,0,0
Q14192-1   Q8IZP0-5,10,0,0
Q14192-1   Q8N720-1,10,0,0
Q14192-1   Q8N9N5-2,10,0,0
Q14192-1   Q8ND83-2,10,0,0
Q14192-1   Q8TAG6-1,10,0,0
Q14192-1   Q8TDR4,10,0,0
Q14192-1   Q8WWY6,10,0,0
Q14192-1   Q8WXI9,10,0,0
Q14192-1   Q96BD5-1,10,0,0
Q14192-1   Q96D03,10,0,0
Q14192-1   Q96KN3-1,10,0,0
Q14192-1   Q9BWG6-1,10,0,0
Q14192-1   Q9BZQ8,10,0,0
Q14192-1   Q9C004-1,10,0,0
Q14192-1   Q9H1P6,10,0,0
Q14192-1   Q9H2G9-1,10,0,0
Q14192-1   Q9H8W3,10,0,0
Q14192-1   Q9NPI6,10,0,0
Q14192-1   Q9NQ31-1,10,0,0
Q14192-1   Q9NQ94-1,10,0,0
Q14192-1   Q9NQV5-1,10,0,0
Q14192-1   Q9NQX0-3,10,0,0
Q14192-1   Q9NYA3,10,0,0
Q14192-1   Q9NYN1-1,10,0,0
Q14192-1   Q9UBI6,10,0,0
Q14192-1   Q9UJ55,10,0,0
Q14192-1   Q9UKD1,10,0,0
Q14192-1   Q9UMQ3,10,0,0
Q14192-1   Q9Y4X4-1,10,0,0
Q14192-1   Q9Y5P3-1,10,0,0
Q14194-1   P63244,7,0,0
Q14194-1   Q14195-2,7,0,0
Q14194-1   Q16555-1,7,0,0
Q14194-1   Q9Y2T2,7,0,0
Q14195-2   Q14194-1,7,0,0
Q14195-2   Q16555-1,7,0,0
Q14195-2   Q7L8S5,7,0,0
Q14195-2   Q9BPU6,7,0,0
Q14204   Q5RI15-1,50,0,0
Q14204   Q6NTF9-3,50,0,0
Q14210   Q13520,12,4,0
Q14210   Q5JXX7,12,4,0
Q14210   Q8N661,12,4,0
Q14210   Q9GZR5,12,4,0
Q14232-1   B0QYN7,4,0,0
Q14232-1   J3KNI5,4,0,0
Q14232-1   Q14232-1,4,0,0
Q14232-1   Q7Z3Z2,4,0,0
Q14232-1   Q8IWR1-1,4,0,0
Q14232-1   Q96HA8-1,4,0,0
Q14232-1   Q9BV19,4,0,0
Q14232-1   Q9H8Y8-1,4,0,0
Q14232-1   Q9NX70-1,4,0,0
Q14232-1   Q9Y2D1,4,0,0
Q14240-2   Q53EL6-1,75,0,3
Q14240-2   Q6ZNG0-1,75,0,3
Q14247-3   P32969,12,5,1
Q14247-3   P78314-1,12,5,1
Q14247-3   Q5HYW2,12,5,1
Q14254   O15481,1,0,0
Q14257-1   P60520,7,0,0
Q14257-1   Q9H0R8-1,7,0,0
Q14318-1   O00623,23,0,0
Q14318-1   O95159,23,0,0
Q14318-1   P11912-1,23,0,0
Q14318-1   P25025,23,0,0
Q14318-1   P26678,23,0,0
Q14318-1   P49447-1,23,0,0
Q14318-1   P78383-2,23,0,0
Q14318-1   Q15125,23,0,0
Q14318-1   Q3KNW5,23,0,0
Q14318-1   Q3SXY8-1,23,0,0
Q14318-1   Q53TN4-1,23,0,0
Q14318-1   Q5JXX7,23,0,0
Q14318-1   Q5SR56-1,23,0,0
Q14318-1   Q6NTF9-3,23,0,0
Q14318-1   Q86VR2-1,23,0,0
Q14318-1   Q8N5M9,23,0,0
Q14318-1   Q8TBM7-1,23,0,0
Q14318-1   Q8TBP5,23,0,0
Q14318-1   Q92915-2,23,0,0
Q14318-1   Q96B21,23,0,0
Q14318-1   Q96HE8-2,23,0,0
Q14318-1   Q9BS91,23,0,0
Q14318-1   Q9BTV4,23,0,0
Q14318-1   Q9GZR5,23,0,0
Q14318-1   Q9H3N1,23,0,0
Q14318-1   Q9NUH8-1,23,0,0
Q14318-1   Q9NY72,23,0,0
Q14318-1   Q9UHD4,23,0,0
Q14318-1   Q9Y282-1,23,0,0
Q14376-1   Q14376-1,2,0,0
Q14390   O43711,1,0,0
Q14416   H0YB98,15,0,0
Q14416   O14880,15,0,0
Q14416   O95484,15,0,0
Q14416   P00387-1,15,0,0
Q14416   P27105-1,15,0,0
Q14416   P57739,15,0,0
Q14416   Q13113,15,0,0
Q14416   Q13323,15,0,0
Q14416   Q13520,15,0,0
Q14416   Q5SR56-1,15,0,0
Q14416   Q5T8D3-2,15,0,0
Q14416   Q7Z7G2,15,0,0
Q14416   Q8IWU4-2,15,0,0
Q14416   Q8N3G9-1,15,0,0
Q14416   Q8N4V1-1,15,0,0
Q14416   Q8WV48-1,15,0,0
Q14416   Q96Q45-2,15,0,0
Q14416   Q9H2H9,15,0,0
Q14416   Q9NR31-1,15,0,0
Q14416   Q9NWD8-1,15,0,0
Q14449-1   ENSP00000476265.1,68,22,13
Q14449-1   P14373-1,68,22,13
Q14451-1   A0A0C3SFZ9,68,22,13
Q14451-1   O43548-1,68,22,13
Q14451-1   O75604-1,68,22,13
Q14451-1   Q8IUR6-1,68,22,13
Q14451-1   Q8IWV1-3,68,22,13
Q14451-1   Q8NC69,68,22,13
Q14451-1   Q96BQ3,68,22,13
Q14451-1   Q96MF2-2,68,22,13
Q14451-1   Q99081-3,68,22,13
Q14451-1   Q9H5Z6-2,68,22,13
Q14451-1   Q9NRD5-1,68,22,13
Q14457   Q6ZNE5-1,6,0,0
Q14457   Q96ES7,6,0,0
Q14457   Q9P2Y5-1,6,0,0
Q14457   Q9UBU9-1,6,0,0
Q14498-1   A7MD48,41,5,2
Q14498-1   O00422,41,5,2
Q14498-1   P49760-1,41,5,2
Q14498-1   P67870,41,5,2
Q14498-1   P68400-1,41,5,2
Q14498-1   P78424-1,41,5,2
Q14498-1   Q05519-2,41,5,2
Q14498-1   Q6ZUT1-3,41,5,2
Q14498-1   Q8WXA9-1,41,5,2
Q14498-1   Q92997-1,41,5,2
Q14498-1   Q9C086,41,5,2
Q14498-1   Q9NVV9-1,41,5,2
Q14500   P50402,6,0,0
Q14507   Q6UXG8-3,4,0,0
Q14508-1   A1A5C7-2,2,0,0
Q14508-1   O75208-1,2,0,0
Q14508-1   P00387-1,2,0,0
Q14508-1   P11912-1,2,0,0
Q14508-1   P27105-1,2,0,0
Q14508-1   Q3SXY8-1,2,0,0
Q14508-1   Q5JX71,2,0,0
Q14508-1   Q5T7V8-2,2,0,0
Q14508-1   Q7Z7G2,2,0,0
Q14508-1   Q96BA8-1,2,0,0
Q14508-1   Q96RD7-1,2,0,0
Q14508-1   Q9Y320-1,2,0,0
Q14508-1   Q9Y680-2,2,0,0
Q14511-2   A0JLT2-2,12,5,1
Q14511-2   A1KXE4-1,12,5,1
Q14511-2   ENSP00000462298.1,12,5,1
Q14511-2   M0QXR4,12,5,1
Q14511-2   O14613,12,5,1
Q14511-2   O60806,12,5,1
Q14511-2   P25963,12,5,1
Q14511-2   P36406-1,12,5,1
Q14511-2   P36508-1,12,5,1
Q14511-2   P49639,12,5,1
Q14511-2   P53539-1,12,5,1
Q14511-2   Q0VD86-1,12,5,1
Q14511-2   Q12933-1,12,5,1
Q14511-2   Q14532,12,5,1
Q14511-2   Q15742-1,12,5,1
Q14511-2   Q5T9C2-3,12,5,1
Q14511-2   Q68G74-1,12,5,1
Q14511-2   Q7L190,12,5,1
Q14511-2   Q7Z3S9-1,12,5,1
Q14511-2   Q8HWS3,12,5,1
Q14511-2   Q8N9N5-2,12,5,1
Q14511-2   Q92569-1,12,5,1
Q14511-2   Q92625-1,12,5,1
Q14511-2   Q96B26,12,5,1
Q14511-2   Q96QH2-2,12,5,1
Q14511-2   Q9NZC7-5,12,5,1
Q14511-2   Q9Y2M5-1,12,5,1
Q14525   A5D8V6,2,0,0
Q14525   B8A4K4,2,0,0
Q14525   O14964-1,2,0,0
Q14525   O43559,2,0,0
Q14525   O43790,2,0,0
Q14525   O60341-1,2,0,0
Q14525   O60941-5,2,0,0
Q14525   O75604-1,2,0,0
Q14525   O95678,2,0,0
Q14525   P00540,2,0,0
Q14525   P04259,2,0,0
Q14525   P04264,2,0,0
Q14525   P05787-1,2,0,0
Q14525   P09211,2,0,0
Q14525   P10606,2,0,0
Q14525   P12035,2,0,0
Q14525   P17661,2,0,0
Q14525   P19013,2,0,0
Q14525   P35908,2,0,0
Q14525   P48023-1,2,0,0
Q14525   P48668,2,0,0
Q14525   P49639,2,0,0
Q14525   P53367-1,2,0,0
Q14525   P56524-2,2,0,0
Q14525   P61968,2,0,0
Q14525   P78385,2,0,0
Q14525   P78386,2,0,0
Q14525   Q06455-4,2,0,0
Q14525   Q0VD86-1,2,0,0
Q14525   Q13155,2,0,0
Q14525   Q14CN4-1,2,0,0
Q14525   Q14D33,2,0,0
Q14525   Q3SY84,2,0,0
Q14525   Q5XKE5,2,0,0
Q14525   Q6KB66-2,2,0,0
Q14525   Q6NYC8-1,2,0,0
Q14525   Q7Z3B4-1,2,0,0
Q14525   Q7Z3C6-3,2,0,0
Q14525   Q8N1N4-1,2,0,0
Q14525   Q8N4L8-1,2,0,0
Q14525   Q8N9W4,2,0,0
Q14525   Q8NE01-1,2,0,0
Q14525   Q8TAB5,2,0,0
Q14525   Q92529-1,2,0,0
Q14525   Q96ES7,2,0,0
Q14525   Q9BTL3,2,0,0
Q14525   Q9BVL2-1,2,0,0
Q14525   Q9BWG6-1,2,0,0
Q14525   Q9GZV7,2,0,0
Q14525   Q9H596,2,0,0
Q14525   Q9HBE1-4,2,0,0
Q14525   Q9NSB4,2,0,0
Q14525   Q9NSK0-1,2,0,0
Q14525   Q9ULW5-1,2,0,0
Q14532   A0A075B739,2,0,0
Q14532   O43790,2,0,0
Q14532   P57075-2,2,0,0
Q14532   Q14511-2,2,0,0
Q14532   Q14CN4-1,2,0,0
Q14532   Q6KB66-2,2,0,0
Q14532   Q86YP4-1,2,0,0
Q14532   Q9BT92,2,0,0
Q14532   Q9BVG8-5,2,0,0
Q14533   B8A4K4,2,0,0
Q14533   O43482,2,0,0
Q14533   O76011,2,0,0
Q14533   O76014,2,0,0
Q14533   O76015,2,0,0
Q14533   O95447,2,0,0
Q14533   P02533,2,0,0
Q14533   P05783,2,0,0
Q14533   P08727,2,0,0
Q14533   P08779,2,0,0
Q14533   P19012-1,2,0,0
Q14533   P32242,2,0,0
Q14533   P49639,2,0,0
Q14533   P50222,2,0,0
Q14533   Q15323,2,0,0
Q14533   Q6A162,2,0,0
Q14533   Q6A163,2,0,0
Q14533   Q7Z3Y7,2,0,0
Q14533   Q7Z3Y8,2,0,0
Q14533   Q7Z3Y9,2,0,0
Q14533   Q92764,2,0,0
Q14534   Q96BA8-1,9,0,0
Q14534   Q9H6H4-1,9,0,0
Q14534   Q9NUH8-1,9,0,0
Q14541-2   Q9UEG4,30,21,2
Q14554-2   Q8IUG1,25,0,0
Q14558-2   B0QYN7,5,0,0
Q14558-2   O60256-1,5,0,0
Q14558-2   P11908-2,5,0,0
Q14558-2   P60891-1,5,0,0
Q14558-2   Q14558-2,5,0,0
Q14558-2   Q96A72,5,0,0
Q14558-2   Q9Y6W3,5,0,0
Q14565-1   B0QYN7,3,0,0
Q14565-1   O75928-2,3,0,0
Q14565-1   Q8TBB1-1,3,0,0
Q14565-1   Q9GZT8-1,3,0,0
Q14565-1   Q9H190-1,3,0,0
Q14565-1   Q9H8Y8-1,3,0,0
Q14565-1   Q9NRD5-1,3,0,0
Q14584   B8A4K4,9,0,0
Q14584   P60410,9,0,0
Q14584   Q5JR59-3,9,0,0
Q14584   Q8NHQ1-1,9,0,0
Q14584   Q99750,9,0,0
Q14584   Q9UJV3-2,9,0,0
Q14585   O95967,11,0,0
Q14585   P15622-3,11,0,0
Q14585   Q15287-1,11,0,0
Q14592-1   P25800-1,9,0,0
Q14592-1   Q8WV44-1,9,0,0
Q14592-1   Q9Y3S2,9,0,0
Q14596-2   P53582,11,0,0
Q14596-2   Q9H2B2-1,11,0,0
Q14627   Q8IY26,15,0,0
Q14642   Q15562-2,6,0,0
Q14654   Q96B26,6,0,0
Q14657   A0A0C4DGM4,4,0,0
Q14657   A5D8V6,4,0,0
Q14657   A6NEM1-1,4,0,0
Q14657   B8A4K4,4,0,0
Q14657   G5EA54,4,0,0
Q14657   O75031-1,4,0,0
Q14657   O75817,4,0,0
Q14657   O76083-2,4,0,0
Q14657   P14373-1,4,0,0
Q14657   P28065-1,4,0,0
Q14657   P36406-1,4,0,0
Q14657   P60410,4,0,0
Q14657   Q13064,4,0,0
Q14657   Q3LI67,4,0,0
Q14657   Q6A162,4,0,0
Q14657   Q8ND90,4,0,0
Q14657   Q9BXV9,4,0,0
Q14657   Q9NPF4,4,0,0
Q14657   Q9NW61,4,0,0
Q14657   Q9UJV3-2,4,0,0
Q14657   Q9ULX6,4,0,0
Q14683   Q92915-2,6,0,0
Q14689-4   Q8NA54-1,11,0,0
Q14694-1   P63244,11,0,0
Q14694-1   Q13283-1,11,0,0
Q14694-1   Q9UN86-2,11,0,0
Q14696-1   A0A0B4J1Y2,1,0,0
Q14696-1   A0A0B4J2F2,1,0,0
Q14696-1   A0A1B0GUV7,1,0,0
Q14696-1   C9JCN9,1,0,0
Q14696-1   ENSP00000457957.1,1,0,0
Q14696-1   O15481,1,0,0
Q14696-1   O95363,1,0,0
Q14696-1   P05019-2,1,0,0
Q14696-1   P07951-2,1,0,0
Q14696-1   P08123,1,0,0
Q14696-1   P08582-2,1,0,0
Q14696-1   P12319,1,0,0
Q14696-1   P19971-1,1,0,0
Q14696-1   P20674,1,0,0
Q14696-1   P26196,1,0,0
Q14696-1   P31749-1,1,0,0
Q14696-1   P47897-1,1,0,0
Q14696-1   P55040,1,0,0
Q14696-1   Q03692,1,0,0
Q14696-1   Q08AG5,1,0,0
Q14696-1   Q12824-2,1,0,0
Q14696-1   Q17R98-1,1,0,0
Q14696-1   Q53H80,1,0,0
Q14696-1   Q5T1N1-2,1,0,0
Q14696-1   Q5T7P2,1,0,0
Q14696-1   Q5W5X9-3,1,0,0
Q14696-1   Q6DHV7-2,1,0,0
Q14696-1   Q6IN84-1,1,0,0
Q14696-1   Q6P1K2-1,1,0,0
Q14696-1   Q6ZR52-3,1,0,0
Q14696-1   Q7Z5G4-1,1,0,0
Q14696-1   Q86UT8,1,0,0
Q14696-1   Q86X02,1,0,0
Q14696-1   Q8IYK2,1,0,0
Q14696-1   Q8IZ69-1,1,0,0
Q14696-1   Q8N6N7,1,0,0
Q14696-1   Q8NE31-1,1,0,0
Q14696-1   Q8WUF8-1,1,0,0
Q14696-1   Q92600-3,1,0,0
Q14696-1   Q92917,1,0,0
Q14696-1   Q92989-1,1,0,0
Q14696-1   Q969Y2-1,1,0,0
Q14696-1   Q96A05,1,0,0
Q14696-1   Q96BP2,1,0,0
Q14696-1   Q96FH0-1,1,0,0
Q14696-1   Q96I36,1,0,0
Q14696-1   Q9BQ50-2,1,0,0
Q14696-1   Q9BXU0,1,0,0
Q14696-1   Q9GZQ8,1,0,0
Q14696-1   Q9H0I2-1,1,0,0
Q14696-1   Q9H221-1,1,0,0
Q14696-1   Q9H3R5,1,0,0
Q14696-1   Q9H7Z3,1,0,0
Q14696-1   Q9HAS0,1,0,0
Q14696-1   Q9HBI6,1,0,0
Q14696-1   Q9NTM9,1,0,0
Q14696-1   Q9NV89,1,0,0
Q14696-1   Q9NX38,1,0,0
Q14696-1   Q9NXL9-3,1,0,0
Q14696-1   Q9P2K3-2,1,0,0
Q14696-1   Q9UBL3-3,1,0,0
Q14696-1   Q9UMX0-1,1,0,0
Q14696-1   Q9Y6Y9-1,1,0,0
Q14738-1   P30153,4,1,1
Q14738-1   Q8WWB3-1,4,1,1
Q14739   P60033,1,0,0
Q14749   E5RGB3,3,0,0
Q14749   O60931-2,3,0,0
Q14749   O75643-1,3,0,0
Q14749   P00492,3,0,0
Q14749   P24311,3,0,0
Q14749   P31213,3,0,0
Q14749   P49407-1,3,0,0
Q14749   Q14331,3,0,0
Q14749   Q494R4-1,3,0,0
Q14749   Q6NT46,3,0,0
Q14749   Q96HA8-1,3,0,0
Q14749   Q9UN88,3,0,0
Q14749   Q9Y3M9-1,3,0,0
Q14764   Q14764,13,0,0
Q14764   Q16656-4,13,0,0
Q14764   Q53EP0-3,13,0,0
Q14764   Q86UW9-1,13,0,0
Q14764   Q8WUN7,13,0,0
Q14764   Q96HA8-1,13,0,0
Q14764   Q9H0E2-1,13,0,0
Q14773-3   B8A4K4,3,0,0
Q14773-3   ENSP00000462298.1,3,0,0
Q14773-3   O76011,3,0,0
Q14773-3   Q15323,3,0,0
Q14773-3   Q5JR59-3,3,0,0
Q14773-3   Q7Z3S9-1,3,0,0
Q14774   A0A0C4DGE8,8,0,0
Q14774   B8A4K4,8,0,0
Q14774   O75593,8,0,0
Q14774   P0C7T5,8,0,0
Q14774   P86478,8,0,0
Q14774   P86479,8,0,0
Q14774   P86480,8,0,0
Q14774   P86481,8,0,0
Q14774   P86496,8,0,0
Q14774   Q86UW9-1,8,0,0
Q14774   Q9BRT3,8,0,0
Q14774   Q9NWQ9,8,0,0
Q14781-2   B8A4K4,14,10,0
Q14781-2   P50222,14,10,0
Q14781-2   P59991,14,10,0
Q14781-2   P60328,14,10,0
Q14781-2   Q15415-1,14,10,0
Q14781-2   Q6P158-1,14,10,0
Q14781-2   Q6ZRY4-1,14,10,0
Q14781-2   Q8N9W6-1,14,10,0
Q14781-2   Q99750,14,10,0
Q14781-2   Q9BYR3,14,10,0
Q14802-1   A0A1B0GTW0,3,0,0
Q14802-1   E9PSF9,3,0,0
Q14802-1   O14925,3,0,0
Q14802-1   O15529,3,0,0
Q14802-1   O15552,3,0,0
Q14802-1   O15554,3,0,0
Q14802-1   O43315,3,0,0
Q14802-1   O43934-1,3,0,0
Q14802-1   O60883,3,0,0
Q14802-1   O95470,3,0,0
Q14802-1   P00387-1,3,0,0
Q14802-1   P10620-1,3,0,0
Q14802-1   P11912-1,3,0,0
Q14802-1   P12318-2,3,0,0
Q14802-1   P16157-17,3,0,0
Q14802-1   P21815,3,0,0
Q14802-1   P34972,3,0,0
Q14802-1   P43005,3,0,0
Q14802-1   P54219-3,3,0,0
Q14802-1   P55061-1,3,0,0
Q14802-1   P56557,3,0,0
Q14802-1   P78382-1,3,0,0
Q14802-1   P78383-2,3,0,0
Q14802-1   Q13277-1,3,0,0
Q14802-1   Q13520,3,0,0
Q14802-1   Q14973,3,0,0
Q14802-1   Q15125,3,0,0
Q14802-1   Q16873,3,0,0
Q14802-1   Q3KNW5,3,0,0
Q14802-1   Q4KMG9-1,3,0,0
Q14802-1   Q5BJF2,3,0,0
Q14802-1   Q5GH77,3,0,0
Q14802-1   Q5JX71,3,0,0
Q14802-1   Q5TGU0-1,3,0,0
Q14802-1   Q6N075-1,3,0,0
Q14802-1   Q6ZMD2-1,3,0,0
Q14802-1   Q7Z7N9,3,0,0
Q14802-1   Q8IY26,3,0,0
Q14802-1   Q8N2M4,3,0,0
Q14802-1   Q8N6L0,3,0,0
Q14802-1   Q8NFU1,3,0,0
Q14802-1   Q8TD06,3,0,0
Q14802-1   Q8TDT2,3,0,0
Q14802-1   Q96BA8-1,3,0,0
Q14802-1   Q96CP7-1,3,0,0
Q14802-1   Q96HE8-2,3,0,0
Q14802-1   Q9BRI3-1,3,0,0
Q14802-1   Q9BXK5-1,3,0,0
Q14802-1   Q9H2K0,3,0,0
Q14802-1   Q9H3K2,3,0,0
Q14802-1   Q9NP94-1,3,0,0
Q14802-1   Q9NPL8,3,0,0
Q14802-1   Q9NQQ7-1,3,0,0
Q14802-1   Q9NY72,3,0,0
Q14802-1   Q9NZD1-1,3,0,0
Q14802-1   Q9UKR5,3,0,0
Q14802-1   Q9Y282-1,3,0,0
Q14849-1   Q13520,2,0,0
Q14849-1   Q96K19-5,2,0,0
Q14863   O00154-4,12,0,0
Q14863   Q13952-2,12,0,0
Q14919-1   O00560-1,3,0,0
Q14919-1   P25791-1,3,0,0
Q14919-1   P32969,3,0,0
Q14919-1   Q00403,3,0,0
Q14919-1   Q16594,3,0,0
Q14919-1   Q8TBB1-1,3,0,0
Q14919-1   Q92569-1,3,0,0
Q14919-1   Q96EZ8-1,3,0,0
Q14919-1   Q9HBM6,3,0,0
Q14919-1   Q9NRD5-1,3,0,0
Q14919-1   Q9NRF9,3,0,0
Q14919-1   Q9UBU8-2,3,0,0
Q14929   P60371,9,0,0
Q14929   Q9NP86,9,0,0
Q14938-5   P40692-1,1,0,0
Q14938-5   Q2TAL8,1,0,0
Q14964   ENSP00000476265.1,96,2,0
Q14964   Q9H2G9-1,96,2,0
Q14964   Q9H8Y8-1,96,2,0
Q14973   A0A087WZ82,1,0,0
Q14973   A0PK00,1,0,0
Q14973   A6NDP7,1,0,0
Q14973   F6XHT0,1,0,0
Q14973   F8VS22,1,0,0
Q14973   F8WBZ3,1,0,0
Q14973   G5E943,1,0,0
Q14973   I3L0A0,1,0,0
Q14973   O14653-1,1,0,0
Q14973   O15400-1,1,0,0
